gene_id,gene_name,transcript_id,transcript_TPM,contains_PTC,gene_length,mean_intron_length,log_kdeg_DMSO,Codon_optimality,fivepUTR_GC_content,threepUTR_GC_content,CDS_GC_content,fivepUTR_length,threepUTR_length,CDS_length,transcript_length,first_exon_length,longest_intron_length,total_exons,CDS_DRACH_count,fiveputr_DRACH_count,threeputr_DRACH_count,CDS_miRNAseed_count,fiveputr_miRNAseed_count,threeputr_miRNAseed_count
ENSG00000109046.15,WSB1,MSTRG.5204.1,16.5066666666667,FALSE,19339,2088.5,-0.886035336324461,0.7209883529474939,0.6276595744680851,0.34995383194829177,0.4431279620853081,282,1083,1266,2631,322,7352,9,7,2,10,0,0,1
ENSG00000109062.12,NHERF1,MSTRG.5633.1,24.67,FALSE,20747,3746.6,-2.08582549252932,0.8477966562615684,0.7333333333333333,0.5251076040172167,0.6536675951717734,240,697,1077,2014,681,12724,6,8,1,5,2,0,3
ENSG00000109065.12,NAT9,MSTRG.5636.2,4.88333333333333,FALSE,5799,651.666666666667,-0.870264145886345,0.8060519423886859,0.6477272727272727,0.5828377230246389,0.5592948717948718,88,1177,624,1889,79,1933,7,6,0,9,0,0,1
ENSG00000109066.14,TMEM104,MSTRG.5637.1,8.27,FALSE,63247,6505.77777777778,-1.34352451703614,0.8496867079851153,0.6811594202898551,0.6020874103065884,0.5949027498323273,138,3066,1491,4695,71,24117,10,19,0,23,1,0,6
ENSG00000109083.14,IFT20,MSTRG.5210.1,6.03333333333333,FALSE,7147,1210,-2.15394996476646,0.7193699895567404,0.5782312925170068,0.42024539877300615,0.4360587002096436,294,326,477,1097,133,2957,6,6,3,3,0,0,0
ENSG00000109083.14,IFT20,MSTRG.5210.2,7.30333333333333,FALSE,7147,1571.75,-2.09598150141581,0.7021115163617315,0.6888888888888889,0.42024539877300615,0.41353383458646614,135,326,399,860,133,3352,5,4,1,3,0,0,0
ENSG00000109089.7,CDR2L,MSTRG.5640.1,9.01,FALSE,18169,3658.25,-1.07897523032795,0.870005504069114,0.7985436893203883,0.5787949015063731,0.6595135908440629,412,1726,1398,3536,491,11381,5,11,0,14,2,2,6
ENSG00000109111.15,SUPT6H,MSTRG.5228.5,1.25,TRUE,40123,943.861111111111,-0.619012135061792,0.8383331043369703,0.5009578544061303,0.5610425240054869,0.5348890414092885,1044,729,4371,6144,111,11028,37,52,7,9,1,0,2
ENSG00000109113.20,RAB34,MSTRG.5223.3,2.58666666666667,TRUE,3588,204.555555555556,-2.24051457498992,0.8295083253238779,0.7242524916943521,0.5469613259668509,0.5440613026819924,602,362,783,1747,656,841,10,8,1,2,0,2,1
ENSG00000109118.14,PHF12,MSTRG.5231.1,17.6266666666667,FALSE,46052,2983.07142857143,0.162104218110256,0.7925981006519982,0.7393822393822393,0.3997395833333333,0.5541125541125541,518,768,3003,4289,572,23001,15,29,3,6,2,5,1
ENSG00000109180.15,OCIAD1,MSTRG.9557.2,8.92666666666667,FALSE,30275,3565.375,-1.88867787301408,0.7330490757809887,0.6352657004830918,0.315,0.3997289972899729,414,600,738,1752,409,9154,9,8,3,4,0,2,0
ENSG00000109184.15,DCUN1D4,MSTRG.9560.1,5.62,FALSE,73684,6946.3,-0.76228686458612,0.7359050016842079,0.7303370786516854,0.33876421764525055,0.39362912400455063,89,3253,879,4221,114,20169,11,8,0,36,0,0,0
ENSG00000109332.20,UBE2D3,MSTRG.9686.2,4.58333333333333,FALSE,33798,4279.57142857143,-0.948117806270371,0.7549523776718855,0.5671232876712329,0.3496042216358839,0.4144144144144144,365,3032,444,3841,237,16629,8,8,2,40,0,0,1
ENSG00000109390.13,NDUFC1,MSTRG.9769.1,13.9666666666667,FALSE,12611,2977.5,-4.56644285292012,0.7745760685694193,0.5348837209302325,0.33217993079584773,0.6260162601626016,43,289,369,701,123,6455,5,3,0,1,0,0,0
ENSG00000109475.17,RPL34,MSTRG.9706.2,60.81,FALSE,4678,1034.25,-3.24462193537188,0.7214485878161897,0.5273972602739726,0.21951219512195122,0.4519774011299435,146,41,354,541,137,2509,5,3,0,0,0,0,0
ENSG00000109519.14,GRPEL1,MSTRG.9485.1,6.98666666666667,FALSE,8909,2172.33333333333,-0.954756288715009,0.7653055754171411,0.7346938775510204,0.43102427471876853,0.5290519877675841,49,1689,654,2392,111,3747,4,4,1,18,2,0,2
ENSG00000109576.14,AADAT,MSTRG.9833.1,3.57666666666667,FALSE,30019,2145.53846153846,-1.11837205485439,0.7076010316370043,0.6573426573426573,0.3356940509915014,0.4139280125195618,143,706,1278,2127,97,8532,14,14,1,4,0,0,0
ENSG00000109586.12,GALNT7,MSTRG.9834.1,15.6733333333333,FALSE,155157,13718.9090909091,-2.23195797681046,0.7455749814620694,0.68,0.3248888888888889,0.4442755825734549,25,2250,1974,4249,151,79018,12,21,0,30,0,0,0
ENSG00000109586.12,GALNT7,MSTRG.9834.2,1.48,FALSE,155157,13718.9090909091,-1.5297823116732,0.7442648364256853,0.68,0.3248888888888889,0.439209726443769,25,2250,1974,4249,151,79018,12,19,0,30,0,0,0
ENSG00000109686.20,SH3D19,MSTRG.9797.1,3.29333333333333,FALSE,203945,10002.45,-1.57214599837643,0.758527039506174,0.7905138339920948,0.3744186046511628,0.4786803610333022,253,430,3213,3896,365,99154,21,28,0,4,3,2,0
ENSG00000109686.20,SH3D19,MSTRG.9797.2,4.70333333333333,FALSE,203945,10532.5263157895,-1.40436484405437,0.7576778904824453,0.7905138339920948,0.3744186046511628,0.47932569974554706,253,430,3144,3827,365,99154,20,28,0,4,3,2,0
ENSG00000109756.10,RAPGEF2,MSTRG.9817.2,3.29,FALSE,256917,8297.3,-0.65605307087177,0.7456958743516986,0.768450184501845,0.40625,0.4525504151838671,1084,1856,5058,7998,1153,82410,31,53,5,10,0,4,1
ENSG00000109762.17,SNX25,MSTRG.9861.1,8.89,FALSE,154383,8368,-1.59686373110442,0.7444738988791256,0.7818930041152263,0.2834331337325349,0.4799336650082919,243,501,3015,3759,672,37038,19,27,1,3,1,1,0
ENSG00000109805.10,NCAPG,MSTRG.9506.1,15.9533333333333,FALSE,33887,1465,-1.62882722659628,0.6906917066410755,0.6767676767676768,0.3527777777777778,0.3937007874015748,99,1440,3048,4587,210,4894,21,28,0,14,2,0,0
ENSG00000109854.14,HTATIP2,MSTRG.1994.1,6.69333333333333,FALSE,20069,3712.6,-2.78179234494418,0.741969632417303,0.7142857142857143,0.3847487001733102,0.5210589651022864,98,577,831,1506,199,9298,6,5,2,6,1,0,0
ENSG00000109919.10,MTCH2,MSTRG.2069.3,2.89333333333333,FALSE,24062,2068,-2.13718969862368,0.7251815005001,0.7580645161290323,0.3704918032786885,0.47344632768361583,124,305,885,1314,211,3964,12,10,1,4,1,0,1
ENSG00000109920.13,FNBP4,MSTRG.2076.1,7.07666666666667,FALSE,50366,2925.8125,-0.587366382719009,0.736567126205866,0.7735849056603774,0.3632286995515695,0.47544204322200395,53,446,3054,3553,273,10605,17,29,0,7,0,0,0
ENSG00000109971.14,HSPA8,MSTRG.2441.1,381.926666666667,FALSE,4648,298,-1.54053521044845,0.7841994811782452,0.5384615384615384,0.3346938775510204,0.4641937145801133,78,245,1941,2264,73,734,9,21,1,2,0,0,0
ENSG00000110011.14,DNAJC4,MSTRG.2154.1,4.37333333333333,FALSE,3734,520.8,-2.68315308950564,0.8285006634641373,0.6807817589576547,0.6391752577319587,0.6184573002754821,307,97,726,1130,393,1028,6,8,0,0,1,0,1
ENSG00000110047.18,EHD1,MSTRG.2166.1,6.92666666666667,FALSE,25885,5631.75,-1.31318047332586,0.8675564989287581,0.7643312101910829,0.6008771929824561,0.6205607476635514,157,1596,1605,3358,561,14084,5,17,0,8,3,1,8
ENSG00000110057.9,UNC93B1,MSTRG.2239.1,3.52,FALSE,12998,1070.4,-2.38921841442741,0.8353453273171519,0.7777777777777778,0.6636771300448431,0.6460423634336678,54,446,1794,2294,150,3341,11,14,1,1,2,0,1
ENSG00000110060.9,PUS3,MSTRG.2452.1,4.59,FALSE,9722,2631,-0.0284316304579706,0.7488508347918488,0.5783132530120482,0.3333333333333333,0.4426002766251729,83,300,1446,1829,37,6839,4,13,0,0,0,0,0
ENSG00000110075.15,PPP6R3,MSTRG.2249.2,3.18,TRUE,154583,6494.86956521739,-1.29728703965681,0.7054954410503937,0.48068669527896996,0.4216757741347905,0.4080047789725209,233,3294,1674,5201,76,58673,24,13,2,35,0,1,0
ENSG00000110092.4,CCND1,MSTRG.2252.1,20.3633333333333,FALSE,13319,2270.25,-1.04710865564647,0.8661822798655975,0.7278481012658228,0.46209273182957394,0.6114864864864865,158,3192,888,4238,356,4002,5,6,0,21,0,1,5
ENSG00000110104.13,CCDC86,MSTRG.2098.1,42.3466666666667,FALSE,8969,2372.66666666667,-1.90453845066639,0.7809740834023946,0.75,0.5515873015873016,0.628808864265928,12,756,1083,1851,770,5041,4,4,0,6,1,0,0
ENSG00000110108.10,TMEM109,MSTRG.2099.1,22.2466666666667,FALSE,9286,2385.66666666667,-1.33516602545682,0.7834912261910354,0.6134453781512605,0.5422535211267606,0.6202185792349727,119,1278,732,2129,111,5417,4,4,0,6,0,0,1
ENSG00000110330.10,BIRC2,MSTRG.2354.1,6.81333333333333,TRUE,31458,3461.625,-0.650825990275172,0.7415129746304701,0.36416938110749186,0.31211498973305957,0.4010327022375215,1535,487,1743,3765,164,11952,9,16,14,2,0,0,1
ENSG00000110367.14,DDX6,MSTRG.2419.1,18.0333333333333,FALSE,43301,2867.23076923077,-1.521915491315,0.7439272591290076,0.4251497005988024,0.3871728365951427,0.43526170798898073,334,4241,1452,6027,67,11279,14,17,3,40,0,0,1
ENSG00000110422.12,HIPK3,MSTRG.2019.2,3.56333333333333,FALSE,99643,5751.8125,-1.41537191295964,0.7362572052029769,0.7240704500978473,0.31085383502170766,0.43640350877192985,511,3455,3648,7614,509,40998,17,35,3,27,1,0,0
ENSG00000110429.14,FBXO3,MSTRG.2022.2,2.92333333333333,FALSE,30401,2719.9,-1.59715462278387,0.7446237687823587,0.6956521739130435,0.3221128948731227,0.43830128205128205,23,1931,1248,3202,127,10249,11,10,0,18,0,0,0
ENSG00000110442.12,COMMD9,MSTRG.2032.2,4,TRUE,16755,2422.83333333333,-2.05750093619863,0.7897405477176831,0.5833333333333334,0.4885021752641392,0.5343383584589615,12,1609,597,2218,63,8524,7,5,0,12,0,0,2
ENSG00000110497.15,AMBRA1,MSTRG.2049.2,7.38,FALSE,197509,11315.3529411765,-0.601250236764516,0.8097353596777064,0.5822784810126582,0.5614973262032086,0.573518090839107,316,935,3897,5148,196,50009,18,44,2,5,3,0,3
ENSG00000110514.20,MADD,MSTRG.2068.3,4.47,FALSE,59899,1693.0625,-1.33504655747091,0.8033525513816272,0.6336633663366337,0.5777525539160046,0.5334195774040534,202,881,4638,5721,114,12535,33,49,2,7,1,0,1
ENSG00000110536.14,PTPMT1,MSTRG.2071.1,7.26,FALSE,6729,1800.33333333333,-1.99093308433701,0.7904128218274648,0.9166666666666666,0.3954154727793696,0.5907590759075908,24,698,606,1328,198,3713,4,5,0,10,3,0,0
ENSG00000110660.15,SLC35F2,MSTRG.2365.1,8.64,FALSE,67797,9289.71428571429,-1.31658583837888,0.7600674007161021,0.8,0.44519704433497537,0.488,20,1624,1125,2769,130,42692,8,7,0,14,0,1,0
ENSG00000110711.11,AIP,MSTRG.2230.1,23.6933333333333,FALSE,8078,1368.4,-2.21063876626137,0.8662916964932696,0.6090225563909775,0.5727272727272728,0.6092648539778449,133,110,993,1236,232,3748,6,10,1,0,0,0,0
ENSG00000110713.18,NUP98,MSTRG.1914.3,12.2566666666667,FALSE,85619,4320.52631578947,-1.40653267399402,0.765410743257973,0.6885245901639344,0.35090609555189456,0.45125958378970427,183,607,2739,3529,155,15254,20,36,1,4,0,0,0
ENSG00000110717.13,NDUFS8,MSTRG.2240.1,54.7966666666667,FALSE,5962,871.166666666667,-3.38148734159825,0.883318266230599,0.6274509803921569,0.7058823529411765,0.6287519747235387,51,51,633,735,51,2969,7,12,1,1,0,0,0
ENSG00000110717.13,NDUFS8,MSTRG.2240.2,1.85666666666667,TRUE,5962,840,-1.68600538192295,0.8924755603764088,0.5893854748603352,0.7058823529411765,0.621832358674464,358,51,513,922,51,2969,7,11,4,1,0,0,0
ENSG00000110880.11,CORO1C,MSTRG.2985.1,42.15,FALSE,86410,8259.6,-2.15260264819568,0.7916902328076147,0.7473684210526316,0.42632955536181344,0.4856140350877193,95,2294,1425,3814,90,30105,11,16,0,14,0,0,2
ENSG00000110888.19,CAPRIN2,MSTRG.2641.3,3.15333333333333,TRUE,45349,2456.17647058824,-0.7438062170203,0.7477498339298915,0.48899188876013905,0.3753581661891118,0.4517212426532326,863,349,2382,3594,151,9964,18,24,3,5,0,1,0
ENSG00000110906.13,KCTD10,MSTRG.2987.1,8.42666666666667,FALSE,28545,4121,-0.946373878538966,0.8065369793847259,0.5789473684210527,0.4734061289186333,0.5424628450106157,38,2839,942,3819,41,8709,7,10,1,34,2,0,1
ENSG00000110906.13,KCTD10,MSTRG.2987.2,2.41,FALSE,28545,4120.5,-1.01930507617736,0.8070911949893173,0.5789473684210527,0.4734061289186333,0.5428571428571428,38,2839,945,3822,41,8709,7,11,1,34,2,0,1
ENSG00000110911.17,SLC11A2,MSTRG.2721.1,4.59333333333333,TRUE,46601,2612.88235294118,-1.82881865136375,0.766282006715519,0.6106194690265486,0.43922651933701656,0.4844756883421207,113,362,1707,2182,75,15543,18,13,0,3,0,1,0
ENSG00000110917.8,MLEC,MSTRG.3075.1,45.1366666666667,FALSE,14711,2092.5,-1.85634085131794,0.7864498177618544,0.7364864864864865,0.4761008656379375,0.5620022753128555,148,5314,879,6341,383,6559,5,6,1,39,0,0,5
ENSG00000110958.16,PTGES3,MSTRG.2802.2,5.42333333333333,FALSE,24936,3850.16666666667,-1.00417865557175,0.7666950554739205,0.6771929824561403,0.34690265486725663,0.3595238095238095,285,1130,420,1835,287,14932,7,2,3,13,0,1,0
ENSG00000111057.11,KRT18,MSTRG.2731.1,89.9766666666667,FALSE,4052,372.857142857143,-2.38206192198129,0.8435438719911421,0.6352941176470588,0.515625,0.5823665893271461,85,64,1293,1442,84,737,8,11,1,0,0,0,0
ENSG00000111110.12,PPM1H,MSTRG.2842.1,6.46666666666667,FALSE,291166,31633.6666666667,-1.17108810401687,0.8075821377102513,0.7729468599033816,0.4491563055062167,0.5521035598705502,414,4504,1545,6463,659,102212,10,15,3,35,1,3,1
ENSG00000111142.14,METAP2,MSTRG.2930.1,32.5766666666667,FALSE,41688,3828.8,-1.98162827554875,0.7350587933300675,0.6428571428571429,0.35348837209302325,0.4196242171189979,28,1935,1437,3400,179,8074,11,16,0,21,0,0,0
ENSG00000111145.8,ELK3,MSTRG.2934.1,7.65333333333333,FALSE,75475,17812.25,-1.31480666865203,0.8009867122093401,0.6256983240223464,0.3434190620272315,0.5645424836601307,358,2644,1224,4226,356,28859,5,9,2,26,1,2,1
ENSG00000111206.13,FOXM1,MSTRG.2530.4,5.83333333333333,FALSE,19505,1992.5,-2.15913876331511,0.7949994768271955,0.628131021194605,0.5146137787056367,0.5593869731800766,519,958,2088,3565,265,4656,9,27,5,7,6,1,1
ENSG00000111229.16,ARPC3,MSTRG.3004.2,13.74,FALSE,15448,2428.66666666667,-2.9663206761308,0.7910354233812421,0.6883116883116883,0.3886792452830189,0.4157303370786517,77,265,534,876,83,5063,7,3,0,1,0,1,0
ENSG00000111231.9,GPN3,MSTRG.3004.4,11.6,FALSE,15671,2045,-1.80607417920705,0.7789442324669591,0.7222222222222222,0.3042505592841163,0.43742690058479533,54,447,855,1356,102,5243,8,10,0,3,0,0,0
ENSG00000111269.3,CREBL2,MSTRG.2591.1,7,FALSE,33233,9821,-1.36781661275217,0.7696090332217099,0.696969696969697,0.3662379421221865,0.47107438016528924,297,3110,363,3770,312,23589,4,2,1,24,0,0,1
ENSG00000111300.10,NAA25,MSTRG.3025.1,11.99,FALSE,82351,3318.4347826087,-1.09171808883405,0.7210087566996931,0.551063829787234,0.3612585291887794,0.4189791024323398,470,2638,2919,6027,528,15579,24,31,7,27,0,2,0
ENSG00000111364.16,DDX55,MSTRG.3123.5,1.62,FALSE,18494,1241.15384615385,-0.655896524082168,0.7978205464092702,0.76,0.40707964601769914,0.49003769520732365,50,452,1857,2359,158,3674,14,15,1,4,1,0,0
ENSG00000111371.16,SLC38A1,MSTRG.2674.3,1.75,FALSE,85981,4594.11764705882,-1.73158295571518,0.7222054287236334,0.46078431372549017,0.39546300998814965,0.4139344262295082,510,5907,1464,7881,179,20025,18,20,5,40,0,1,0
ENSG00000111412.6,SPRING1,MSTRG.3037.1,10.9366666666667,FALSE,26625,4868.25,-1.40026167954896,0.8036875702110909,0.834319526627219,0.46630007855459543,0.5647249190938511,169,6365,618,7152,280,14566,5,6,0,54,0,1,8
ENSG00000111445.14,RFC5,MSTRG.3048.4,2.42,TRUE,24577,1625.5,-0.0982800850353616,0.7705665673455757,0.6442953020134228,0.4637086432418569,0.47702834799608995,149,3899,1023,5071,214,5254,13,11,0,32,0,1,2
ENSG00000111450.15,STX2,MSTRG.3134.1,4.17666666666667,FALSE,49651,4621,-1.2969160555758,0.7734791979857578,0.8278145695364238,0.40569541890218735,0.4359861591695502,151,2423,867,3441,181,11802,11,4,0,17,0,1,2
ENSG00000111530.13,CAND1,MSTRG.2859.2,23.98,TRUE,50242,2654.93333333333,-2.25881745970984,0.6854800419641269,0.6940298507462687,0.3662215239591516,0.39824705560120516,402,6365,3651,10418,428,12124,16,41,2,62,0,1,0
ENSG00000111581.10,NUP107,MSTRG.2863.1,16.7566666666667,FALSE,58272,1948.85185185185,-2.18408979878607,0.7130974665620733,0.5287356321839081,0.3862984218077475,0.4168466522678186,87,2788,2778,5653,95,6468,28,28,1,22,0,0,0
ENSG00000111596.14,CNOT2,MSTRG.2875.1,1.78666666666667,FALSE,111561,9094,-0.675830638536365,0.7426226850671463,0.5454545454545454,0.36641929499072357,0.4298679867986799,143,1078,1212,2433,48,34651,13,26,4,8,0,0,0
ENSG00000111596.14,CNOT2,MSTRG.2875.2,11.0033333333333,FALSE,111561,7247.8,-1.0949891538352,0.7446079804978838,0.5454545454545454,0.36641929499072357,0.43930991990141716,143,1078,1623,2844,48,34651,16,33,4,8,0,0,0
ENSG00000111615.14,KRR1,MSTRG.2882.2,9.40666666666667,TRUE,15873,1094.2,-1.39653808200951,0.7361880076846159,0.5132743362831859,0.33578431372549017,0.3900523560209424,113,3672,1146,4931,198,3066,11,8,0,34,0,0,0
ENSG00000111639.8,MRPL51,MSTRG.2542.1,141.21,FALSE,1115,239.5,-2.5654831864422,0.7563079193633686,0.5396825396825397,0.42276422764227645,0.5038759689922481,126,123,387,636,205,394,3,4,0,0,0,0,0
ENSG00000111641.13,NOP2,MSTRG.2546.1,20.1733333333333,FALSE,11421,584.733333333333,-0.925271473159716,0.8210745519194715,0.6404494382022472,0.4426229508196721,0.5489954899548996,89,122,2439,2650,85,2455,16,15,1,0,2,0,0
ENSG00000111642.16,CHD4,MSTRG.2548.5,9.41333333333333,FALSE,37362,790.923076923077,-2.34775849521099,0.8097283943843443,0.7117117117117117,0.48653198653198654,0.5092982456140351,222,594,5700,6516,144,4515,40,52,3,1,7,0,2
ENSG00000111652.10,COPS7A,MSTRG.2550.1,13.58,FALSE,7811,855.571428571429,-2.34009212423548,0.7953291664885177,0.6726190476190477,0.48668280871670705,0.5652173913043478,168,826,828,1822,125,3107,8,12,2,7,0,0,2
ENSG00000111653.20,ING4,MSTRG.2547.2,4.61,FALSE,12529,1594.28571428571,-1.10865951553941,0.8195384952009499,0.4444444444444444,0.5513245033112583,0.500669344042838,18,604,747,1369,55,6266,8,7,0,4,0,0,2
ENSG00000111665.12,CDCA3,MSTRG.2557.1,27.2566666666667,FALSE,2459,263,-1.83949638456898,0.7845028799769742,0.6229508196721312,0.4418604651162791,0.5514250309789344,122,215,807,1144,65,608,6,8,2,0,1,0,0
ENSG00000111667.14,USP5,MSTRG.2558.3,4.33333333333333,FALSE,14483,595.842105263158,-2.42707565996601,0.8445592761019443,0.6666666666666666,0.6,0.5696546371750097,30,555,2577,3162,141,3110,20,30,0,1,1,0,1
ENSG00000111731.13,C2CD5,MSTRG.2617.1,4.49666666666667,FALSE,95960,3973.39130434783,-0.771262448683858,0.7200742350417396,0.6785714285714286,0.3092608326253186,0.4145854145854146,392,1177,3003,4572,482,13373,24,32,4,14,1,1,0
ENSG00000111731.13,C2CD5,MSTRG.2617.2,4.68333333333333,FALSE,95960,3813.66666666667,-1.62570623497322,0.7200742350417396,0.6349206349206349,0.3092608326253186,0.4145854145854146,252,1177,3003,4432,223,13373,25,32,2,14,1,0,0
ENSG00000111752.11,PHC1,MSTRG.2575.1,14.6466666666667,FALSE,26858,1540.64285714286,-2.16099321068648,0.7725050020192736,0.7631578947368421,0.424800796812749,0.5608623548922056,266,2008,3015,5289,218,7646,15,27,1,14,3,1,1
ENSG00000111785.21,RIC8B,MSTRG.2976.1,2.76,FALSE,114267,13713.375,-0.482255671898004,0.7162396721222637,0.78125,0.40368223661779745,0.44785668586052463,64,2933,1563,4560,148,30651,9,23,0,24,0,2,0
ENSG00000111802.14,TDP2,MSTRG.10630.1,20.2233333333333,FALSE,16871,2497.66666666667,-1.44883752802099,0.7275323710416124,0.6506849315068494,0.3288009888751545,0.410752688172043,146,809,930,1885,152,7791,7,8,2,6,0,0,0
ENSG00000111845.5,PAK1IP1,MSTRG.10573.2,3.73666666666667,FALSE,14663,1476.11111111111,-1.09140809759895,0.7326893449756315,0.6428571428571429,0.23626373626373626,0.42554991539763115,14,182,1182,1378,98,4882,10,14,0,0,0,0,0
ENSG00000111879.20,FAM184A,MSTRG.11131.1,5.47,FALSE,118734,6751.41176470588,-0.797012196977881,0.6904318868126907,0.7921052631578948,0.3313953488372093,0.409037558685446,380,172,3408,3960,524,53327,18,37,4,2,0,1,0
ENSG00000111880.16,RNGTT,MSTRG.11025.2,2.50333333333333,FALSE,353428,24926.1428571429,-1.0344112063285,0.753441390490307,0.631578947368421,0.3528481012658228,0.42144927536231885,209,2528,1725,4462,273,91354,15,22,0,19,1,0,1
ENSG00000111897.7,SERINC1,MSTRG.11136.1,42.7566666666667,FALSE,28457,2814.66666666667,-1.92961096878223,0.713069328385858,0.492,0.35262847017129356,0.40439932318104904,250,1693,1182,3125,109,13017,10,15,2,14,0,0,0
ENSG00000111906.18,HDDC2,MSTRG.11143.1,30.1066666666667,FALSE,26605,5034.4,-2.60352196745327,0.7259304177021609,0.6666666666666666,0.34820143884892085,0.4943089430894309,123,695,615,1433,207,15600,6,6,0,5,0,0,1
ENSG00000111906.18,HDDC2,MSTRG.11143.2,23.6433333333333,TRUE,26174,6318.75,-2.71116283556244,0.7250960020326684,0.6,0.375,0.4533333333333333,335,264,300,899,207,15600,5,2,3,2,0,0,0
ENSG00000111911.7,HINT3,MSTRG.11144.1,10.9533333333333,FALSE,23475,5037.5,-1.45094795828084,0.7613021018923026,0.6875,0.34190031152647976,0.4899817850637523,208,2568,549,3325,409,9708,5,6,0,19,0,1,1
ENSG00000111912.20,NCOA7,MSTRG.11145.2,5.90333333333333,FALSE,149959,9026.875,-0.61081515905105,0.7582750372327962,0.42462311557788945,0.3353605560382276,0.43442912689996466,398,2302,2829,5529,257,39615,17,28,7,20,1,0,0
ENSG00000112029.10,FBXO5,MSTRG.11247.1,25.2433333333333,FALSE,12406,2613.25,0.750852361207065,0.7226012889763637,0.6463414634146342,0.27893738140417457,0.4211309523809524,82,527,1344,1953,185,7235,5,19,0,4,1,0,0
ENSG00000112031.16,MTRF1L,MSTRG.11248.2,8.09,FALSE,15348,1941.33333333333,-1.32896974883751,0.7283592355049463,0.625,0.39399921042242403,0.46194225721784776,24,2533,1143,3700,283,3797,7,7,0,26,1,0,2
ENSG00000112078.14,KCTD20,MSTRG.10833.1,19.7766666666667,FALSE,48142,6108.28571428571,-1.26897601837258,0.7715764298983354,0.7025316455696202,0.4314170448814927,0.45396825396825397,158,3966,1260,5384,112,26940,8,9,0,31,0,0,1
ENSG00000112081.17,SRSF3,MSTRG.10834.1,71.0133333333333,FALSE,11053,1402.2,-1.7657501426357,0.7604393801341965,0.5655737704918032,0.3722627737226277,0.501010101010101,122,3425,495,4042,120,2279,6,1,1,34,0,0,0
ENSG00000112110.10,MRPL18,MSTRG.11276.2,22.93,FALSE,7963,2331,-1.62350394901439,0.7219370697275173,0.5537190082644629,0.34967320261437906,0.5377532228360957,121,306,543,970,173,6160,4,6,2,1,0,0,1
ENSG00000112118.20,MCM3,MSTRG.10939.1,95.3266666666667,FALSE,20728,1103.75,-2.24212028275944,0.8221244068175807,0.6470588235294118,0.45549738219895286,0.5278121137206427,68,573,2427,3068,146,3074,17,23,1,7,2,0,0
ENSG00000112118.20,MCM3,MSTRG.10939.4,2.86333333333333,TRUE,20728,1030.94117647059,-0.0577921913582038,0.8224018877152945,0.5395284327323162,0.45549738219895286,0.5272536687631028,721,573,1908,3202,146,3074,18,20,4,7,1,1,0
ENSG00000112159.13,MDN1,MSTRG.11042.1,25.0533333333333,FALSE,177018,1572.39603960396,-1.74041076190969,0.7519718432478808,0.7005347593582888,0.43485342019543977,0.48210350783157646,187,1228,16791,18206,289,15951,102,158,0,9,3,0,0
ENSG00000112167.11,SAYSD1,MSTRG.10853.2,5.15666666666667,TRUE,10843,2349.5,-1.13733819956043,0.807714102559253,0.3942614240170032,0.4172794117647059,0.5441595441595442,4705,1088,351,6144,304,3537,3,2,44,6,0,2,0
ENSG00000112200.17,ZNF451,MSTRG.10958.1,9.97,FALSE,79940,5359.28571428571,-0.600368492675113,0.7466833966486406,0.7121212121212122,0.3057901085645356,0.39893283113622097,66,1658,3186,4910,87,25592,15,34,0,14,0,0,0
ENSG00000112208.11,BAG2,MSTRG.10960.1,7.61666666666667,FALSE,16548,5428.5,-0.6866791685128,0.7403125452510539,0.7222222222222222,0.3384582532564595,0.4375,432,4683,576,5691,485,9221,3,5,2,52,0,4,0
ENSG00000112210.12,RAB23,MSTRG.10961.3,2.51,TRUE,33525,6113.8,-0.373817685697027,0.7273432985032302,0.6676970633693973,0.3392857142857143,0.39753086419753086,647,1904,405,2956,582,11280,6,2,1,14,0,3,1
ENSG00000112237.13,CCNC,MSTRG.11056.2,6.53,FALSE,24518,2132.45454545455,-3.17098920522292,0.6882330019811348,0.6691729323308271,0.31645569620253167,0.3828032979976443,133,79,849,1061,165,6601,12,2,0,0,0,0,0
ENSG00000112242.16,E2F3,MSTRG.10618.2,8.61666666666667,FALSE,90000,14265.5,0.483398284523471,0.7360761625308706,0.8,0.4162606577344702,0.4682306940371456,100,3284,1023,4407,118,76013,7,7,0,13,2,1,2
ENSG00000112290.13,WASF1,MSTRG.11089.1,11.3566666666667,FALSE,79852,9651.125,-1.29516716664658,0.7278868489143481,0.6923076923076923,0.29871977240398295,0.46726190476190477,260,703,1680,2643,232,51809,9,12,2,7,3,0,0
ENSG00000112306.8,RPS12,MSTRG.11166.1,796.376666666667,FALSE,2990,498.6,-3.67651149617228,0.7179255202702777,0.6842105263157895,0.3181818181818182,0.46616541353383456,76,22,399,497,39,1372,6,4,2,0,0,0,0
ENSG00000112308.14,C6orf62,MSTRG.10632.1,39.78,FALSE,14294,2960.5,-1.15653723332368,0.7787032864664417,0.39094650205761317,0.3283699059561129,0.43043478260869567,486,1276,690,2452,615,5406,5,7,7,9,0,0,0
ENSG00000112308.14,C6orf62,MSTRG.10632.2,3.11666666666667,FALSE,9018,2550,-0.614306371325845,0.7756564595297925,0.39094650205761317,0.45864661654135336,0.42650103519668736,486,399,483,1368,615,3728,4,3,7,5,1,0,0
