gene_id,gene_name,transcript_id,transcript_TPM,contains_PTC,gene_length,mean_intron_length,log_kdeg_DMSO,Codon_optimality,fivepUTR_GC_content,threepUTR_GC_content,CDS_GC_content,fivepUTR_length,threepUTR_length,CDS_length,first_exon_length,longest_intron_length,total_exons,CDS_DRACH_count,fiveputr_DRACH_count,threeputr_DRACH_count,CDS_miRNAseed_count,fiveputr_miRNAseed_count,threeputr_miRNAseed_count
ENSG00000168385.18,SEPTIN2,MSTRG.7909.3,54.3433333333333,FALSE,38103,2904.33333333333,-2.76703760967964,0.7850237365934972,0.6933333333333334,0.37464114832535883,0.4604051565377532,75,2090,1086,58,9012,13,12,0,20,1,0,1
ENSG00000124541.7,RRP36,MSTRG.10887.1,75.44,FALSE,7977,1132.33333333333,-1.6452797977737,0.759913896243344,0.625,0.5040431266846361,0.5346153846153846,32,371,780,162,3200,7,7,0,1,0,0,0
ENSG00000087053.20,MTMR2,MSTRG.2348.3,9.15,TRUE,90016,5411.8125,-2.22284982656201,0.7297730947872823,0.5321637426900585,0.3380634390651085,0.4184149184149184,513,1198,1716,233,25980,17,16,5,9,0,0,0
ENSG00000112167.11,SAYSD1,MSTRG.10853.1,4.10333333333333,FALSE,10843,9106,-1.17441496005899,0.7539482822764839,0.8041237113402062,0.4172794117647059,0.5887681159420289,97,1088,552,304,9106,2,4,1,6,1,1,0
ENSG00000248167.7,TRIM39-RPP21,MSTRG.10720.1,5.44333333333333,FALSE,17548,1775.66666666667,-0.843978240023136,0.7838097653201057,0,0.3541666666666667,0.5575396825396826,7,48,1512,460,4868,10,16,0,0,0,0,0
ENSG00000142856.17,ITGB3BP,MSTRG.499.2,3.27666666666667,TRUE,82494,9049.44444444444,-2.74845197911827,0.7071639815017718,0.5461538461538461,0.3793103448275862,0.3489278752436647,130,406,513,135,23795,10,6,0,4,0,0,1
ENSG00000127884.5,ECHS1,MSTRG.1861.1,90.1766666666667,FALSE,10870,1370.42857142857,-3.06521910743802,0.7853546389947014,0.7142857142857143,0.5587467362924282,0.5418098510882016,21,383,873,109,2488,8,11,0,3,0,0,0
ENSG00000148516.23,ZEB1,MSTRG.1441.2,2.70666666666667,FALSE,209804,25581.875,-0.420605269857203,0.7289897027107876,0.5263157894736842,0.31680911680911683,0.43407407407407406,19,1755,3375,77,141744,9,37,0,22,1,0,0
ENSG00000038382.23,TRIO,MSTRG.9919.1,16.7633333333333,FALSE,366678,6346.48214285714,-1.36364558060591,0.7971600822154635,0.8307291666666666,0.4370695053224796,0.544006886163116,384,1597,9294,541,126942,57,89,1,7,4,5,2
ENSG00000127191.18,TRAF2,MSTRG.13165.2,3.1,FALSE,32558,2576.8,-0.4732978083397,0.8354156871765995,0.57318161535029,0.6303116147308782,0.601123595505618,4482,706,1602,4550,7549,11,13,24,1,1,3,2
ENSG00000159217.10,IGF2BP1,MSTRG.5481.3,12.8166666666667,FALSE,58745,3569.14285714286,-1.40998797907351,0.8060916930013574,0.7014492753623188,0.4653036860170124,0.5476603119584056,345,6701,1731,520,26448,15,9,3,52,2,1,9
ENSG00000095906.17,NUBP2,MSTRG.4408.3,2.31666666666667,TRUE,6092,734.666666666667,-0.859324492621769,0.8262057919061734,0.6539007092198581,0.6793002915451894,0.6666666666666666,705,343,636,541,3030,7,3,3,2,2,1,1
ENSG00000179598.6,PLD6,MSTRG.5150.1,8.51,FALSE,5339,2761,0.289079525114384,0.8068031501800862,0.7446808510638298,0.4813769751693002,0.6403162055335968,47,1772,759,474,2761,2,7,0,17,2,0,1
ENSG00000116106.12,EPHA4,MSTRG.7835.1,6.84,TRUE,154177,8700.94117647059,-0.165957907001845,0.7871734377450967,0.5714285714285714,0.405980271270037,0.49645390070921985,56,3244,2961,147,62558,18,29,0,33,2,0,0
ENSG00000171574.19,ZNF584,MSTRG.6910.1,4.85,FALSE,9679,2457,-0.195537974853746,0.795270572121011,0.7214428857715431,0.5101289134438306,0.5031595576619273,499,543,1266,517,5432,4,10,2,5,0,1,0
ENSG00000292334.1,SLC25A6,MSTRG.13684.1,36.7966666666667,FALSE,6031,1503.66666666667,-2.26423884371221,0.8625389709472963,0.7391304347826086,0.5454545454545454,0.6265328874024526,161,462,897,272,2171,4,9,0,3,3,0,1
ENSG00000160298.18,C21orf58,MSTRG.8373.4,1.73333333333333,FALSE,17091,2558.83333333333,-1.81633610102006,0.8173704531572407,0.6510067114093959,0.5523590333716916,0.65,149,869,720,209,8879,7,3,2,2,2,1,0
ENSG00000118181.11,RPS25,MSTRG.2421.1,431.053333333333,FALSE,2627,536,-4.06873897173821,0.7653957200987894,0.5423728813559322,0.2826086956521739,0.4708994708994709,59,46,378,62,1422,5,5,1,1,0,0,0
ENSG00000123415.16,SMUG1,MSTRG.2763.3,3.91,FALSE,6444,1915.66666666667,-2.25050643990288,0.833426751192152,0.4528301886792453,0.3684210526315789,0.5692883895131086,106,57,534,87,3859,4,5,1,1,1,0,0
ENSG00000144381.18,HSPD1,MSTRG.7729.2,3.63,FALSE,13691,1035.45454545455,-2.32561886936341,0.7195663808333904,0.6410256410256411,0.3528138528138528,0.4221835075493612,117,462,1722,115,3027,12,16,0,6,0,0,0
ENSG00000148090.12,AUH,MSTRG.12881.4,2.46666666666667,FALSE,73425,11072.8333333333,-0.699847065318905,0.7014946569561206,0.5862068965517241,0.38184461314811824,0.5208333333333334,29,6191,768,291,30478,7,3,0,40,0,0,2
ENSG00000132329.11,RAMP1,MSTRG.7883.1,4.32333333333333,FALSE,52485,25830.5,-2.84916303977271,0.8492362115398799,0.7407407407407407,0.6130030959752322,0.6599552572706935,54,323,447,106,34165,3,5,1,3,0,1,0
ENSG00000077782.23,FGFR1,MSTRG.12327.2,5.71666666666667,FALSE,54974,3046.82352941176,-1.68826609452549,0.8408941295974262,0.7375504710632571,1,0.5700780928894369,743,2,2433,655,27407,18,39,4,0,3,3,0
ENSG00000125445.11,MRPS7,MSTRG.5651.1,61.6333333333333,FALSE,4498,823.5,-2.029839476987,0.8047431422493462,0.7272727272727273,0.45474613686534215,0.5390946502057613,22,453,729,105,2194,5,10,0,1,0,0,0
ENSG00000095739.11,BAMBI,MSTRG.1427.1,21.81,FALSE,5243,1860.5,0.56805502723462,0.7790970785697134,0.7612732095490716,0.3342541436464088,0.5197956577266922,377,362,783,453,3284,3,4,1,1,0,2,0
ENSG00000157625.16,TAB3,MSTRG.13301.1,6.80666666666667,FALSE,61712,5516.6,-1.18660966196017,0.7514842611979735,0.51434034416826,0.36148300720906285,0.46049555867227676,523,3884,2139,141,17312,11,30,4,37,0,0,3
ENSG00000012983.12,MAP4K5,MSTRG.3578.3,7.14,FALSE,114049,3429.09375,-1.90984150185653,0.7223406210924451,0.7383512544802867,0.30507343124165553,0.40889413616686343,279,1498,2541,170,27084,33,21,1,13,2,0,0
ENSG00000104131.13,EIF3J,MSTRG.4017.1,27.61,FALSE,25657,3311.14285714286,-1.6562189037383,0.7075697730627516,0.625,0.34461910519951633,0.42985842985842987,48,1654,777,91,13448,8,6,0,23,0,0,0
ENSG00000163728.11,TTC14,MSTRG.9329.2,5.41,TRUE,8613,544.090909090909,-0.45204595726675,0.702260480269096,0.6395348837209303,0.3589329021827001,0.41302681992337165,86,1237,1305,247,1044,12,8,0,5,0,0,0
ENSG00000140464.20,PML,MSTRG.4165.1,4.44,FALSE,48623,6636.85714285714,-1.13332133621975,0.8361170638955973,0.5463917525773195,0.5662337662337662,0.6559714795008913,97,385,1683,226,24351,8,14,1,6,2,1,0
ENSG00000084764.12,MAPRE3,MSTRG.7108.2,3.47,FALSE,56594,9123,-1.92280457842981,0.8118643283184271,0.782608695652174,0.5958668197474167,0.49812734082397003,184,871,801,177,51409,7,12,0,8,0,1,1
ENSG00000146223.16,RPL7L1,MSTRG.10880.2,24.5733333333333,FALSE,10065,1079.16666666667,-2.07111710984868,0.7494162492970282,0.5196078431372549,0.4419366581725519,0.47368421052631576,102,2747,741,116,2484,7,5,0,22,0,0,0
ENSG00000102921.8,N4BP1,MSTRG.4688.1,4.08,FALSE,70958,10729.6666666667,0.0600087077653177,0.7466615621397809,1,0.5288362512873327,0.44890375325157933,5,3884,2691,203,47330,7,19,0,28,2,0,5
ENSG00000139946.11,PELI2,MSTRG.3615.1,4.36,FALSE,182922,35448.6,-0.499092816537921,0.8088155987259604,0.796,0.3614978396543447,0.5439429928741093,250,4166,1263,327,101211,6,13,1,42,0,0,2
ENSG00000081307.15,UBA5,MSTRG.9200.1,8.38666666666667,FALSE,17554,1343.09090909091,-1.728378980839,0.7161836635566582,0.7320574162679426,0.33185840707964603,0.4312757201646091,209,1356,1215,370,5124,12,11,0,13,0,1,1
ENSG00000134186.12,PRPF38B,MSTRG.640.1,13.0033333333333,FALSE,9472,1157.6,-0.669626034660518,0.7597786720397344,0.6712328767123288,0.3432324386065106,0.4619134673979281,292,1751,1641,568,2834,6,17,0,8,0,1,0
ENSG00000138759.20,FRAS1,MSTRG.9626.2,2.49666666666667,FALSE,486947,6453.09589041096,-2.23730476893942,0.799008382022695,0.6491994177583698,0.42321144674085853,0.5110889608771493,687,3145,12039,763,171493,74,131,4,34,4,0,1
ENSG00000108591.10,DRG2,MSTRG.5164.1,17.9866666666667,FALSE,20022,1510.16666666667,-2.58196427452494,0.8370274170884188,0.6973684210526315,0.5843621399176955,0.5561643835616439,76,729,1095,140,5725,13,13,0,2,1,0,1
ENSG00000046647.14,GEMIN8,MSTRG.13248.1,2.76,FALSE,23066,5005,-1.49164525475916,0.7940675738193902,0.5974025974025974,0.4458293384467881,0.5308641975308642,231,2086,729,116,10908,5,10,1,22,0,1,2
ENSG00000291093.1,SVIL-AS1,MSTRG.1435.1,2.05,FALSE,12813,5388,-0.0625309403852797,0.780122978986719,0.4669603524229075,0.38011695906432746,0.5575396825396826,1362,171,504,99,5698,3,1,14,1,0,1,1
ENSG00000198752.11,CDC42BPB,MSTRG.3836.1,9.58,FALSE,125033,3286.83333333333,-1.97811830907041,0.7926602357706298,0.8200836820083682,0.5503003003003003,0.5414719626168224,239,1332,5136,414,44810,37,42,0,7,2,2,1
ENSG00000135643.5,KCNMB4,MSTRG.2873.1,2.78333333333333,FALSE,67732,31643,-1.55403828581531,0.8084311523827139,0.8275862068965517,0.40450673261885134,0.5466034755134281,174,3639,633,510,33138,3,8,0,29,1,2,0
ENSG00000197375.14,SLC22A5,MSTRG.10248.1,6.86333333333333,FALSE,25903,2514,-1.60661304328063,0.8026099329121975,0.7642585551330798,0.4164179104477612,0.553763440860215,263,1340,1674,656,8012,10,16,2,8,1,1,1
ENSG00000006125.18,AP2B1,MSTRG.5290.4,4.63,FALSE,72799,5023.07142857143,-2.17614831129523,0.7515191622903824,0.6153846153846154,0.3333333333333333,0.4514078110808356,130,144,2202,107,16009,15,22,0,0,1,0,0
ENSG00000116266.11,STXBP3,MSTRG.639.1,10.76,FALSE,62850,3353.38888888889,-1.58956731236984,0.718386718195016,0.625,0.26006191950464397,0.38167509836987074,64,646,1779,113,12579,19,19,0,1,0,0,0
ENSG00000168769.14,TET2,MSTRG.9693.1,4.37666666666667,TRUE,132735,12333.9,-0.414937528763535,0.7550613141312612,0.5236486486486487,0.3348430928502103,0.45082376435346977,296,3091,6009,104,43391,11,61,3,28,4,0,0
ENSG00000130939.20,UBE4B,MSTRG.89.1,14.4833333333333,FALSE,148298,5490.92307692308,-2.12738872406365,0.770278637072504,0.588477366255144,0.4091971940763835,0.48665530948324814,729,1283,3522,753,38333,27,29,7,11,4,3,1
ENSG00000105738.11,SIPA1L3,MSTRG.6548.1,15.5266666666667,FALSE,301088,13959.9047619048,-1.57187650789791,0.8470519691001906,0.6556603773584906,0.5847022587268994,0.6391694725028059,636,1948,5346,258,121730,22,57,5,12,8,0,4
ENSG00000154767.15,XPC,MSTRG.8798.1,11.0166666666667,FALSE,33354,1987,-1.34526832646811,0.8115030136935367,0.5151515151515151,0.5137085137085137,0.5309953949698902,33,693,2823,136,5403,16,21,0,3,1,0,0
ENSG00000152240.13,HAUS1,MSTRG.5984.2,1.98,TRUE,23948,2854.625,-1.74821918761638,0.683131345832213,0.46598639455782315,0.2980769230769231,0.40558292282430214,294,208,609,56,12772,9,6,1,2,0,0,0
ENSG00000129084.18,PSMA1,MSTRG.1972.1,54.2533333333333,FALSE,15511,1590.66666666667,-2.58476830714407,0.721754134614137,0.6091954022988506,0.3291139240506329,0.42676767676767674,87,316,792,90,3150,10,7,1,3,1,0,0
ENSG00000145592.14,RPL37,MSTRG.9965.2,1.17666666666667,TRUE,9350,1629,-0.0886023035496335,0.7267761646455616,0.6216216216216216,0.4419733117670845,0.5401234567901234,37,2473,324,402,4490,5,5,0,21,0,0,1
ENSG00000125875.15,TBC1D20,MSTRG.7923.1,8.51333333333333,FALSE,27054,3229.71428571429,-0.0671510322615113,0.8068566364490347,0.8203125,0.4822923374114617,0.5470297029702971,128,3106,1212,198,14261,8,19,0,21,0,0,0
ENSG00000106460.20,TMEM106B,MSTRG.11579.1,6.35333333333333,FALSE,25965,2817.57142857143,-2.18323516350118,0.7301008285247524,0.7761194029850746,0.29945106946810524,0.38181818181818183,134,5283,825,132,5704,8,11,1,46,0,0,0
ENSG00000140022.14,STON2,MSTRG.3759.1,1.69666666666667,FALSE,175713,20591.25,-1.19251568440273,0.8101271973441765,0.5925110132158591,0.3819344733063569,0.5268479776847977,454,7661,2868,145,46800,9,35,4,63,1,0,0
ENSG00000008128.23,CDK11A,MSTRG.38.8,3.43,FALSE,22012,1001.31578947368,-1.90066231923663,0.8379119715808528,0.5657370517928287,0.5508274231678487,0.5663640293990488,251,423,2313,238,3945,20,26,2,3,3,0,0
ENSG00000168488.19,ATXN2L,MSTRG.4611.12,5.99666666666667,FALSE,12787,407.04347826087,-2.9059569246117,0.80848238314848,0.6280487804878049,0.5254901960784314,0.5848782260996002,164,510,2751,97,2414,24,24,2,4,4,0,1
ENSG00000115514.12,TXNDC9,MSTRG.7438.1,14.35,FALSE,17352,3961,-1.3104988693169,0.7429812005292518,0.5590551181102362,0.31142857142857144,0.39500734214390604,127,700,681,95,5368,5,5,0,7,0,0,0
ENSG00000136848.19,DAB2IP,MSTRG.13003.1,7.13666666666667,FALSE,40091,2797.61538461538,-0.897059925185798,0.8417992062471159,0.5102040816326531,0.6684350132625995,0.6191369606003753,147,377,3198,137,14091,14,30,2,0,4,0,1
ENSG00000165671.22,NSD1,MSTRG.10441.1,2.21,FALSE,138650,8211.6875,0.338556925380947,0.7588434200754965,0.5963855421686747,0.4165239726027397,0.45326612056290694,166,2336,4761,82,55853,17,38,1,21,0,0,1
ENSG00000109689.20,STIM2,MSTRG.9525.1,4.75666666666667,FALSE,164198,14503.3636363636,-0.741544023931598,0.7366931671742777,0.375,0.3635090993933738,0.4988009592326139,16,2143,2502,428,58134,12,24,1,19,2,0,1
ENSG00000008018.9,PSMB1,MSTRG.11304.1,173.033333333333,FALSE,18188,3459.4,-2.92082370905,0.7556224034262252,0.676923076923077,0.37,0.4765840220385675,65,100,726,178,6260,6,6,0,0,0,0,0
ENSG00000134243.12,SORT1,MSTRG.652.1,16.4566666666667,FALSE,88344,4281.78947368421,-2.43602069661471,0.7861494864773473,0.8076923076923077,0.4353178155774396,0.5044070512820513,26,4468,2496,332,27997,20,23,0,34,2,0,3
ENSG00000131732.12,ZCCHC9,MSTRG.10121.3,4.21,FALSE,11552,2031.8,-0.853767666112607,0.7279732862277923,0.6190476190476191,0.3072033898305085,0.4227941176470588,105,472,816,88,3419,6,6,1,3,0,0,1
ENSG00000109756.10,RAPGEF2,MSTRG.9817.1,4.22333333333333,FALSE,256917,8586,-0.503670511384267,0.7454290839599409,0.768450184501845,0.40625,0.4515352197471403,1084,1856,4983,1153,82410,30,52,5,10,0,4,1
ENSG00000141258.13,SGSM2,MSTRG.5006.1,8.66666666666667,FALSE,43554,1764.13636363636,-2.17447785844861,0.8441499272840657,0.824468085106383,0.6160365058670143,0.6021185038066865,188,1534,3021,245,18016,23,20,0,15,2,2,5
ENSG00000213380.16,COG8,MSTRG.4791.2,5.17666666666667,TRUE,8598,442.5,-0.850766452112161,0.7833028937477092,0.6666666666666666,0.5071090047393365,0.7076502732240437,18,6963,732,592,817,3,3,0,66,3,0,5
ENSG00000119689.15,DLST,MSTRG.3728.1,33.0266666666667,FALSE,21822,1358.21428571429,-2.12489451316049,0.7746339577169685,0.8125,0.5088464260438783,0.5220264317180616,32,1413,1362,95,3959,15,15,0,10,1,0,0
ENSG00000179085.8,DPM3,MSTRG.874.1,70.9233333333333,FALSE,641,245,-2.68505676179619,0.7876762647211971,0.6956521739130435,0.4788732394366197,0.6487455197132617,46,71,279,41,245,2,3,1,1,0,0,0
ENSG00000164924.18,YWHAZ,MSTRG.12498.4,43.4966666666667,FALSE,34376,6281.6,-2.47111341116872,0.7234523499207829,0.6071428571428571,0.3574126534466478,0.43360433604336046,112,2118,738,101,23556,6,8,0,18,1,1,1
ENSG00000160688.19,FLAD1,MSTRG.868.2,1.82,TRUE,9759,1361.83333333333,-0.391843469204694,0.784379666576551,0.6507936507936508,0.5963302752293578,0.5565939771547248,189,436,963,45,4038,7,9,2,6,2,0,0
ENSG00000171316.14,CHD7,MSTRG.12378.3,3.07666666666667,FALSE,166108,7649.66666666667,-1.48346762343845,0.7693431247184277,0.6227544910179641,0.4387755102040816,0.47554459515002057,501,98,4866,327,62176,22,41,5,2,2,0,0
ENSG00000074935.14,TUBE1,MSTRG.11105.1,3.97,FALSE,16396,1326.81818181818,-0.803193097353014,0.7257379033230361,0.7708333333333334,0.28,0.4264705882352941,48,325,1428,73,3123,12,16,0,4,0,0,0
ENSG00000076650.7,GPATCH1,MSTRG.6460.1,12.6066666666667,FALSE,49258,2430.05263157895,-0.429691979130558,0.7643375878039363,0.6923076923076923,0.3345323741007194,0.49213161659513593,13,278,2796,86,6867,20,28,0,1,1,0,0
ENSG00000126254.12,RBM42,MSTRG.6488.1,67.6466666666667,FALSE,8660,773.111111111111,-2.22231564309603,0.8044240526502537,0.6640625,0.5801526717557252,0.6555786555786556,128,131,1443,256,2784,10,6,1,0,0,0,1
ENSG00000261459.1,ENSG00000261459,MSTRG.4644.2,1.94333333333333,TRUE,10754,3637.5,-0.4642490269031,0.8574045557464351,0.6766428106701367,0.6189320388349514,0.6137254901960785,1537,412,1530,662,6227,3,8,10,2,0,6,0
ENSG00000169851.16,PCDH7,MSTRG.9522.3,3.00666666666667,FALSE,426240,208841.5,-1.38290536890955,0.8149987260039684,0.6347248576850095,0.33891992551210426,0.5691773504273504,1054,3759,3744,4228,222127,3,60,14,37,3,4,0
ENSG00000126883.19,NUP214,MSTRG.13103.2,6.82333333333333,FALSE,109078,2900.2,-1.67264689097709,0.7658725126138154,0.6974789915966386,0.47874149659863946,0.5184831102613129,119,1176,6276,164,13494,36,63,2,10,3,0,0
ENSG00000109929.10,SC5D,MSTRG.2437.1,8.61333333333333,FALSE,20445,3446.5,-1.2878383850275,0.7346992525804855,0.6785714285714286,0.3655970541820095,0.38555555555555554,56,5703,900,46,10549,5,8,0,51,0,0,2
ENSG00000196646.12,ZNF136,MSTRG.6285.1,5.07,FALSE,26776,7725,0.310308465685257,0.7804393728370892,0.6481481481481481,0.3754010695187166,0.40788662969809,108,1870,1623,111,22578,4,7,0,9,1,0,0
ENSG00000203814.7,H2BC18,MSTRG.775.1,73.7166666666667,FALSE,30583,28686,-1.36777559039318,0.8249470952148326,0.3404255319148936,0.4110726643598616,0.6024691358024692,47,1445,405,424,28686,2,3,0,13,0,0,0
ENSG00000187955.13,COL14A1,MSTRG.12545.2,3.00333333333333,FALSE,247937,5098.87234042553,-2.15744933989859,0.7551262271013187,0.5757575757575758,0.3976038936727817,0.4774520856820744,297,2671,5322,239,28543,48,61,2,32,0,0,5
ENSG00000218891.5,ZNF579,MSTRG.6854.1,9.36333333333333,FALSE,3210,1153,-0.364103153093994,0.7934397142563503,0.6785714285714286,0.6474358974358975,0.7489638839550029,56,312,1689,54,1153,2,6,0,3,4,0,2
ENSG00000123562.18,MORF4L2,MSTRG.13494.10,1.77,FALSE,12550,3581.66666666667,-1.86564038175417,0.7581702007894568,0.43636363636363634,0.3378582202111614,0.46366782006920415,275,663,867,59,6570,4,4,0,6,0,0,0
ENSG00000153187.21,HNRNPU,MSTRG.1309.1,25.23,TRUE,19295,621.142857142857,0.0692213424513866,0.7630326707350954,0.7033898305084746,0.3473936036262906,0.4969021065675341,236,7942,2421,870,1986,15,21,1,77,1,0,2
ENSG00000196923.14,PDLIM7,MSTRG.10450.1,8.98333333333333,FALSE,14211,1041.58333333333,-2.29579891682197,0.8392595857156977,0.7159090909090909,0.668,0.6368267831149927,88,250,1374,77,3877,13,10,0,1,2,0,0
ENSG00000106537.8,TSPAN13,MSTRG.11587.1,30.33,FALSE,30782,5781.8,-2.48829874320632,0.7277477680557806,0.7230046948356808,0.3157894736842105,0.4764227642276423,213,1045,615,276,22180,6,7,1,4,0,0,0
ENSG00000078369.19,GNB1,MSTRG.35.3,6.40333333333333,FALSE,105635,10269.2,-2.3498004145245,0.8230201607710884,0.7074829931972789,0.428087986463621,0.5601173020527859,147,1773,1023,101,65320,11,22,1,15,1,2,1
ENSG00000169957.10,ZNF768,MSTRG.4644.1,28.8866666666667,FALSE,2462,274,-0.395283624382226,0.8541769596464838,0.8431372549019608,0.6189320388349514,0.6149106592729513,153,412,1623,241,274,2,9,1,2,0,0,0
ENSG00000010361.14,FUZ,MSTRG.6774.6,1.63666666666667,TRUE,5943,466.8,-3.02800077138276,0.7772035458098631,0.5670103092783505,0.5,0.6225988700564972,388,2,885,160,1787,11,8,4,0,2,1,0
ENSG00000101680.16,LAMA1,MSTRG.5875.1,6.95,FALSE,175955,2684.09677419355,-2.79387185389928,0.7799968241131301,0.7532467532467533,0.3305084745762712,0.5133289986996099,77,236,9228,138,37202,63,105,0,2,1,2,0
ENSG00000151929.10,BAG3,MSTRG.1812.2,4.4133333333333304,FALSE,26440,7960.66666666667,-0.325706534775211,0.820205449966353,0.6891891891891891,0.37243947858473,0.6086956521739131,296,537,1725,476,17995,4,17,3,5,2,0,0
ENSG00000101557.15,USP14,MSTRG.5848.1,29.9166666666667,FALSE,56073,3406.73333333333,-1.89431886702553,0.7203685608737923,0.7816901408450704,0.36053811659192825,0.402020202020202,142,3345,1485,158,12502,16,16,0,33,0,0,1
ENSG00000156256.15,USP16,MSTRG.8271.1,10.1933333333333,FALSE,29821,1582.17647058824,-1.29668876184758,0.7136204290302172,0.5364238410596026,0.27906976744186046,0.37985436893203883,151,301,2472,110,4063,18,21,1,3,0,0,0
ENSG00000100023.20,PPIL2,MSTRG.8448.3,2.94333333333333,FALSE,31810,1453.9,-3.25129153006079,0.8528361660626222,0.6395348837209303,0.5881809787626963,0.5457453614843251,86,1083,1563,118,6183,21,24,0,11,0,0,0
ENSG00000124635.9,H2BC11,MSTRG.10667.1,28.0866666666667,TRUE,37325,9796.33333333333,-1.34038710946429,0.8333261330126724,0.4444444444444444,0.4119840213049268,0.5826771653543307,45,7510,381,5532,24209,4,5,0,71,0,0,3
ENSG00000167815.12,PRDX2,MSTRG.6300.1,193.72,FALSE,4978,810.6,-3.59825462328122,0.8446988453327798,0.6428571428571429,0.6007751937984496,0.5661641541038526,70,258,597,61,2692,6,6,0,2,0,0,1
ENSG00000132170.24,PPARG,MSTRG.8785.1,4.85,FALSE,146489,20659.2857142857,-2.16668886917496,0.7997586170636053,0.70124481327800825,0.2914572864321608,0.46931659693165967,241,199,1434,165,67250,8,24,3,2,0,2,0
ENSG00000174028.6,FAM3C2P,MSTRG.13281.1,4.12666666666667,FALSE,1888,330,-1.94418020734226,0.7209301564579357,0.5616438356164384,0.34689265536723163,0.4116666666666667,73,885,600,653,330,2,4,0,6,0,0,1
ENSG00000136213.10,CHST12,MSTRG.11527.1,2.12,FALSE,44874,28917,-0.70723877783756794,0.8566586072968456,0.7767857142857143,0.5271917808219178,0.6562248995983936,112,14600,1245,35,28917,2,18,0,89,0,1,15
ENSG00000131389.18,SLC6A6,MSTRG.8799.1,4.7,FALSE,86539,5731.71428571429,-1.40680116188707,0.813839693734902,0.6678571428571428,0.4980732177263969,0.5362318840579711,280,4152,1863,227,27170,15,18,1,29,3,0,7
ENSG00000049860.14,HEXB,MSTRG.10082.1,42.2466666666667,FALSE,36056,2634.15384615385,-3.26410150803936,0.7377718669204597,0.75,0.25663716814159293,0.4578096947935368,28,113,1671,327,8185,14,16,0,1,0,0,0
ENSG00000079974.19,RABL2B,MSTRG.8697.1,2.28333333333333,FALSE,16045,1747.75,-2.60486739915363,0.8399805111931852,0.7037037037037037,0.49577702702702703,0.5159420289855072,189,1184,690,136,5755,9,3,2,6,1,1,1
ENSG00000243989.9,ACY1,MSTRG.8986.1,6.32,FALSE,5663,302.928571428571,-3.45294609847227,0.8526809186295145,0.684931506849315,0.5163934426229508,0.5884270578647107,73,122,1227,55,1048,15,16,1,2,0,1,0
ENSG00000125656.11,CLPP,MSTRG.6188.1,46.2033333333333,FALSE,7465,1260.4,-2.41993881646157,0.8024665347347557,0.7272727272727273,0.5649122807017544,0.6414868105515588,44,285,834,242,2174,6,10,1,2,2,0,0
ENSG00000149294.18,NCAM1,MSTRG.2392.1,8.86666666666667,FALSE,317017,18307.7058823529,-2.33335956422225,0.841812039609023,0.5751295336787565,0.41620203345359136,0.5491352201257862,193,3049,2544,245,240714,18,16,0,19,2,0,1
ENSG00000105063.19,PPP6R1,MSTRG.6846.1,12.75,TRUE,32379,1078.41666666667,-1.45179662661512,0.8513541402236943,0.7722929936305732,0.6307787775364567,0.6209372637944066,628,3223,2646,622,11325,25,30,7,17,2,4,9
ENSG00000145908.14,ZNF300,MSTRG.10355.1,3.73333333333333,FALSE,10494,1464.8,-0.945400782021973,0.7545585706299941,0.5333333333333333,0.35024390243902437,0.4132231404958678,330,1025,1815,189,4586,6,9,2,6,0,0,0
ENSG00000179163.12,FUCA1,MSTRG.193.2,1.29,TRUE,23214,2999.57142857143,-0.685347336286558,0.7648981088648145,0.7251356238698011,0.3871473354231975,0.4580896686159844,553,638,1026,567,5520,8,15,4,5,0,2,0
ENSG00000290831.1,NSUN5P2,MSTRG.11786.8,2.64666666666667,FALSE,6458,551.714285714286,-0.826275337324043,0.7878776177080523,0.5639742673338098,0.5539568345323741,0.6371794871794871,1399,417,780,129,1955,8,1,8,1,2,0,0
ENSG00000148572.16,NRBF2,MSTRG.1518.1,9.8,FALSE,21697,6628,0.212571529506576,0.7469030923772391,0.6923076923076923,0.3523573200992556,0.4537037037037037,143,806,864,173,12708,4,7,0,5,0,2,0
ENSG00000075785.14,RAB7A,MSTRG.9175.1,43.6733333333333,FALSE,88616,17286.2,-2.19928791039664,0.8212650054718886,0.6756756756756757,0.4251453488372093,0.4967948717948718,185,1376,624,177,69000,6,9,0,5,0,0,1
ENSG00000165795.25,NDRG2,MSTRG.3434.2,3.46,FALSE,8217,390.25,-2.38535922970997,0.801713795214471,0.6567164179104478,0.5421853388658368,0.5376344086021505,134,723,1116,61,972,17,14,1,8,0,0,2
ENSG00000151729.11,SLC25A4,MSTRG.9858.1,24.3933333333333,FALSE,4058,900.666666666667,-2.51912534775815,0.8202966697145498,0.7846153846153846,0.3009118541033435,0.5496098104793757,130,329,897,241,1280,4,7,0,2,1,0,0
ENSG00000027075.17,PRKCH,MSTRG.3648.1,4.15666666666667,FALSE,229297,17359.8461538462,-1.26844974385982,0.7978882316326467,0.7393364928909952,0.39912663755458516,0.5112085769980507,422,1145,2052,785,68760,14,28,1,11,0,2,0
ENSG00000010270.14,STARD3NL,MSTRG.11678.2,3.10666666666667,FALSE,52425,5629.55555555556,-2.08453094409374,0.712348581536132,0.6448275862068965,0.33507853403141363,0.43829787234042555,290,764,705,176,28301,10,7,3,7,0,1,0
